,balcony,floor_num,total_area,kitchen_area,rooms_count,living_area,is_apartments,bedrooms_count,year_built,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
5298,,12,135.0,10.0,4.0,80.0,t,,2019.0,19,ЮЗАО,р-н Гагаринский,Ленинский проспект,walk,14,134000000
1079,,30,43.8,21.7,1.0,12.2,,,2023.0,32,СВАО,р-н Бутырский,Бутырская,walk,7,16950000
7964,,1,37.58,13.0,,9.4,f,,,9,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,18,8391048
6969,1.0,4,239.0,16.0,6.0,170.0,,,,6,СЗАО,р-н Покровское-Стрешнево,Стрешнево,transport,6,267990000
1747,0.0,38,63.0,26.0,2.0,30.0,f,,2019.0,52,ЦАО,р-н Пресненский,Шелепиха,walk,2,36000000
3248,,1,70.0,,,,t,,,14,САО,р-н Сокол,Сокол,walk,8,5969000
2037,,3,32.7,,1.0,,t,,,14,САО,р-н Тимирязевский,Верхние Лихоборы,walk,13,7909957
7324,1.0,5,355.0,,6.0,,t,,2021.0,5,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,6,365000000
6241,,16,163.9,50.0,5.0,67.6,f,,,26,ЗАО,р-н Очаково-Матвеевское,Давыдково,transport,4,115000000
845,,9,80.0,17.3,3.0,41.2,f,,,23,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,12,15701069
4862,1.0,18,187.4,20.0,4.0,107.0,f,,2005.0,32,САО,р-н Хорошевский,ЦСКА,walk,6,103000000
2474,1.0,3,46.7,5.6,2.0,31.5,f,,1958.0,5,ВАО,р-н Новогиреево,Новогиреево,walk,10,12190000
6513,1.0,12,270.0,25.0,6.0,,f,,2006.0,14,ЗАО,р-н Раменки,Ломоносовский проспект,walk,5,190000000
2929,1.0,3,60.6,10.0,2.0,,,,2023.0,8,НАО (Новомосковский),м. Потапово,Потапово,walk,5,16500000
3736,,23,70.0,20.0,3.0,31.0,,,2023.0,24,САО,р-н Хорошевский,Полежаевская,walk,5,51000000
7910,1.0,8,22.94,3.0,,12.2,f,,,8,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,20,7696982
3883,1.0,7,80.0,8.2,3.0,53.0,f,,1956.0,8,ЮЗАО,р-н Гагаринский,Университет,walk,11,39990000
6309,,3,167.0,20.0,5.0,120.0,f,,,19,ЦАО,р-н Пресненский,Москва-Сити,walk,12,140990000
568,,8,31.0,,1.0,,f,,1979.0,9,ЮЗАО,р-н Ясенево,Ясенево,walk,14,11600000
1858,,16,74.4,,1.0,,f,,2003.0,22,ЗАО,р-н Тропарево-Никулино,Тропарёво,walk,16,41500000
3294,,3,22.94,,,13.8,t,,,21,ЗАО,р-н Тропарево-Никулино,Озёрная,walk,17,5997961
5896,,19,259.39,,5.0,,t,,,20,ЦАО,р-н Пресненский,Краснопресненская,walk,1,251578211
1722,,10,65.9,16.7,4.0,32.2,f,,,22,НАО (Новомосковский),м. Улица Горчакова,Улица Горчакова,transport,7,13299585
2301,,16,52.5,17.0,2.0,30.5,f,,,17,НАО (Новомосковский),м. Корниловская,Корниловская,transport,8,14437500
7458,1.0,2,21.1,7.0,,5.9,f,,,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,5482343
7520,0.0,5,31.0,4.0,,20.0,t,,1975.0,6,САО,р-н Аэропорт,Красный Балтиец,walk,4,10500000
5514,2.0,3,191.0,15.0,5.0,115.0,f,,1914.0,6,ЦАО,р-н Хамовники,Кропоткинская,walk,5,89000000
5585,,16,216.31,11.5,5.0,142.8,f,,,16,ЮАО,р-н Даниловский,Марксистская,transport,4,160881423
3616,,2,123.0,10.0,3.0,100.0,t,,2015.0,5,ЦАО,р-н Тверской,Лубянка,walk,1,307610064
5655,,25,139.2,,5.0,89.2,f,,,27,ЮАО,р-н Даниловский,Серпуховская,walk,20,72843360
6787,,3,234.8,25.0,6.0,78.2,f,,1999.0,19,ЦАО,р-н Тверской,Новослободская,walk,10,125000000
4188,,4,87.3,12.3,3.0,56.1,,,1954.0,9,ЮАО,р-н Нагатино-Садовники,Варшавская,walk,13,20300000
3455,,6,135.87,32.5,3.0,46.5,f,,,7,ЗАО,м. Павшино,Павшино,transport,24,82228524
5540,,6,317.0,,5.0,,t,,,7,ЦАО,р-н Якиманка,Новокузнецкая,walk,11,529085417
6266,1.0,4,130.0,15.0,5.0,99.0,f,,2008.0,6,ЦАО,р-н Арбат,Смоленская,walk,4,120000000
4880,,7,96.0,16.0,4.0,52.0,f,,,7,ЮАО,р-н Даниловский,ЗИЛ,walk,13,46000000
2450,,3,88.2,30.4,2.0,33.2,f,,,5,ЦАО,р-н Тверской,Площадь Революции,walk,3,214430000
5517,1.0,5,201.0,,5.0,160.0,f,,,5,ЦАО,р-н Хамовники,Парк Культуры,walk,5,339748429
7979,,5,23.0,7.9,,9.4,f,,,14,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,8,8733791
3733,,3,68.3,5.7,3.0,48.2,f,,1914.0,8,ЦАО,р-н Красносельский,Тургеневская,walk,4,48490000
5867,1.0,2,190.0,18.0,5.0,135.0,f,,1997.0,7,ЦАО,р-н Якиманка,Третьяковская,walk,5,108900000
4899,0.0,4,190.6,,4.0,174.9,f,,2019.0,6,ЗАО,р-н Раменки,Минская,walk,13,217080000
1929,,11,27.0,8.0,1.0,9.6,f,,,16,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,14,6510402
266,,23,42.1,,1.0,11.7,f,,,34,САО,р-н Левобережный,Беломорская,walk,16,21268920
3330,0.0,2,90.0,10.0,3.0,75.0,f,,,7,ЦАО,р-н Пресненский,Пушкинская,walk,9,80000000
2387,,9,69.1,,2.0,25.3,f,,,19,САО,р-н Левобережный,Беломорская,walk,16,35462120
6681,3.0,5,302.0,40.0,6.0,260.0,f,,1927.0,6,ЦАО,р-н Красносельский,Комсомольская,walk,2,36000000
548,,25,24.1,,1.0,,f,,,27,СЗАО,р-н Щукино,Щукинская,transport,4,11206500
3985,0.0,19,83.3,,3.0,,f,,,24,САО,р-н Ховрино,Беломорская,walk,9,39500000
506,,12,39.2,,1.0,20.8,,,,12,СВАО,р-н Отрадное,Отрадное,walk,17,10650000
3885,0.0,5,73.4,10.0,3.0,58.0,f,,1910.0,5,ЦАО,р-н Тверской,Новослободская,walk,1,42000000
4929,1.0,12,148.0,15.0,4.0,,t,,2017.0,13,ЗАО,р-н Раменки,Ломоносовский проспект,transport,5,127451573
2641,1.0,5,44.46,5.8,2.0,22.6,,,,14,НАО (Новомосковский),м. Щербинка,Щербинка,transport,6,9000000
5089,,7,107.8,14.3,4.0,59.9,f,,,14,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,12,48204097
8059,0.0,3,22.6,,,15.5,f,,2018.0,15,НАО (Новомосковский),м. Саларьево,Саларьево,walk,6,9100000
3647,,5,23.3,,,10.0,f,,,18,НАО (Новомосковский),м. Тёплый Стан,Тёплый Стан,transport,8,8088409
5873,1.0,3,124.79,26.0,5.0,57.1,f,,,16,СВАО,р-н Бабушкинский,Бабушкинская,walk,19,60000000
1227,0.0,1,28.0,10.0,1.0,12.0,t,,2015.0,17,НАО (Новомосковский),м. Остафьево,Остафьево,walk,18,6200000
5776,1.0,15,494.0,56.0,5.0,115.0,f,,2009.0,16,ЦАО,р-н Хамовники,Смоленская,walk,10,269500000
7302,0.0,3,450.0,30.0,6.0,,f,,2003.0,3,СЗАО,р-н Покровское-Стрешнево,Стрешнево,transport,7,243000000
4035,,17,89.0,,3.0,,f,,2021.0,40,САО,р-н Хорошевский,Динамо,walk,8,58000000
4965,1.0,1,93.0,27.0,4.0,61.0,,,2016.0,9,НАО (Новомосковский),м. Рассказовка,Рассказовка,walk,18,23500000
5941,,44,633.6,,5.0,,f,,,57,САО,р-н Хорошевский,Сокол,walk,9,218000000
4563,,23,104.2,,4.0,52.3,f,,,27,ЮАО,р-н Даниловский,Серпуховская,walk,18,52982994
4377,,1,100.0,18.7,4.0,,,,1917.0,4,ЦАО,р-н Тверской,Пушкинская,walk,5,65000000
8089,1.0,2,30.5,4.2,,12.9,f,,,19,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,10,9945753
4490,,16,86.62,8.2,4.0,48.1,f,,,20,ЮАО,р-н Даниловский,Тульская,walk,17,34516597
260,1.0,15,55.0,9.0,2.0,,f,,1981.0,16,ЮАО,р-н Чертаново Центральное,Пражская,walk,6,17690000
3437,,14,86.0,,3.0,,f,,2015.0,21,ЗАО,р-н Раменки,Раменки,walk,9,50000000
7111,3.0,8,306.3,37.0,6.0,,,,2011.0,8,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,5,490000000
5090,,16,102.0,,4.0,,f,,2020.0,22,ЗАО,р-н Можайский,Давыдково,walk,18,48500000
1439,,6,37.04,4.0,1.0,14.8,t,,,9,ВАО,р-н Косино-Ухтомский,Реутов,transport,3,10800000
4133,,12,77.9,12.6,3.0,44.1,f,,,14,НАО (Новомосковский),м. Кедровая,Кедровая,walk,8,18111750
5081,,10,115.0,12.0,4.0,64.0,f,,2003.0,10,ВАО,р-н Преображенское,Преображенская площадь,walk,2,47000000
489,,12,37.6,,1.0,,f,,,26,ВАО,р-н Соколиная гора,Соколиная гора,walk,14,13705200
1936,,1,39.2,,1.0,,f,,,3,ТАО (Троицкий),м. Апрелевка,Апрелевка,transport,23,6703200
6106,,22,130.0,12.0,5.0,88.0,f,,,41,ЗАО,р-н Раменки,Кутузовская,walk,13,75500000
653,,24,39.1,9.6,1.0,20.2,f,,2021.0,24,ВАО,р-н Метрогородок,Бульвар Рокоссовского,walk,18,13500000
8033,,1,37.62,13.0,,9.4,f,,,8,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,18,8864946
5103,,13,118.3,,4.0,,f,,,22,СВАО,р-н Марьина роща,Савёловская,walk,13,51625055
7372,,3,32.5,4.0,,23.5,t,,2020.0,15,САО,р-н Аэропорт,Динамо,walk,8,22900000
5803,,5,317.7,,5.0,,f,,,5,СЗАО,р-н Покровское-Стрешнево,Стрешнево,transport,7,200000000
6772,1.0,2,225.3,30.0,6.0,180.0,,,2005.0,7,ЗАО,р-н Кунцево,Молодёжная,walk,7,70900000
3677,,3,28.8,3.3,,17.2,f,,,9,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,10,7644529
3793,2.0,8,68.3,6.0,3.0,53.0,f,,1977.0,9,ЮЗАО,р-н Ясенево,Ясенево,walk,20,15500000
3801,,2,26.07,,,,f,,,25,ЮВАО,р-н Люблино,Братиславская,walk,16,6997188
3908,0.0,5,87.0,10.0,3.0,,t,,2021.0,8,ЦАО,р-н Таганский,Китай-город,walk,11,121800000
1334,,6,39.0,12.3,1.0,18.6,f,,2023.0,25,ЮЗАО,р-н Обручевский,Воронцовская,walk,6,18700000
8032,,9,28.0,,,,t,,,10,САО,р-н Головинский,Коптево,walk,10,8755033
4659,2.0,18,201.0,,5.0,,f,,,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,9,265000000
7873,,16,20.1,5.1,,9.9,f,,,33,ЮВАО,р-н Люблино,Братиславская,transport,4,7400538
46,,18,40.2,,1.0,12.7,f,,,25,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,6,23432905
4735,,27,110.0,32.0,4.0,49.0,,,2023.0,29,СЗАО,р-н Хорошево-Мневники,Хорошёвская,transport,5,59990000
7478,0.0,10,22.9,5.0,,,t,,2019.0,17,САО,р-н Беговой,Петровский Парк,walk,7,10800000
6083,,3,188.0,10.0,5.0,,,,1925.0,5,ЦАО,р-н Тверской,Пушкинская,walk,6,89000000
3185,,2,118.1,,3.0,39.5,f,,,18,ЦАО,р-н Хамовники,Воробьёвы горы,walk,15,118729000
6915,0.0,5,202.0,25.0,6.0,137.0,,,2022.0,10,ЗАО,р-н Раменки,Мичуринский проспект,walk,17,195000000
7438,,2,19.2,,,,f,,2023.0,9,ЗелАО,р-н Старое Крюково,Зеленоград — Крюково,walk,13,6150000
7789,1.0,11,21.5,4.7,,7.8,f,,,23,НАО (Новомосковский),м. Улица Горчакова,Улица Горчакова,transport,14,6702120
6123,,3,190.0,22.0,5.0,125.0,f,,,7,ЦАО,р-н Басманный,Комсомольская,walk,10,79000000
1042,,2,38.4,14.3,1.0,13.5,f,,,29,САО,р-н Аэропорт,Красный Балтиец,walk,4,16698624
7104,0.0,8,479.0,50.0,6.0,250.0,,,1911.0,9,ЦАО,р-н Хамовники,Арбатская,walk,4,464990000
3002,,16,39.9,,2.0,21.7,f,,,22,ЮАО,р-н Нагорный,Нагорная,walk,8,18058740
6542,,13,596.0,50.0,6.0,300.0,t,,2017.0,13,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,764893086
4095,0.0,1,55.1,6.0,3.0,43.0,f,,1960.0,5,САО,р-н Войковский,Красный Балтиец,walk,11,15900000
4224,,11,21.7,,,10.7,f,,,16,НАО (Новомосковский),м. Тёплый Стан,Тёплый Стан,transport,8,7776586
962,,5,58.2,,1.0,,f,,,23,ЮАО,р-н Нагатинский затон,Технопарк,walk,5,25537891
3628,,2,132.6,15.0,3.0,90.0,f,,2011.0,8,ЦАО,р-н Пресненский,Пушкинская,walk,6,348930819
6001,1.0,4,117.0,11.0,5.0,89.5,f,,1939.0,8,ЦАО,р-н Пресненский,Маяковская,walk,5,61000000
4495,,17,84.5,14.7,4.0,64.8,t,,,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,29490500
3367,1.0,11,120.0,,3.0,96.0,f,,,15,ЗАО,р-н Дорогомилово,Студенческая,walk,10,183647799
1039,,12,37.9,9.0,1.0,18.9,f,,,17,ЮАО,р-н Братеево,Борисово,walk,9,12000000
4529,,16,129.0,40.6,4.0,52.1,f,,,26,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,15,76207327
1081,,8,69.3,,1.0,,t,,,17,ЗАО,р-н Филевский парк,Филёвский парк,walk,12,38918880
7943,,7,25.4,4.6,,12.3,t,,,23,НАО (Новомосковский),м. Румянцево,Румянцево,walk,19,7908155
4300,2.0,8,75.8,10.9,3.0,41.2,f,,1984.0,15,ЗАО,р-н Можайский,Давыдково,walk,11,27500000
6111,1.0,2,165.0,20.0,5.0,,f,,,22,ЮЗАО,р-н Ломоносовский,Новаторская,walk,13,75000000
3711,,14,120.0,,3.0,,f,,,17,ЦАО,р-н Арбат,Смоленская,walk,6,79000000
7468,0.0,4,13.3,2.0,,6.3,t,,1923.0,4,ВАО,р-н Соколиная гора,Семёновская,walk,6,5250000
2493,,18,53.0,17.0,2.0,30.0,,,,22,ЗАО,р-н Очаково-Матвеевское,Матвеевская,transport,4,32000000
6966,0.0,23,400.0,50.0,6.0,171.0,f,,2002.0,23,ЮЗАО,р-н Ломоносовский,Новаторская,walk,14,266289309
7140,1.0,9,402.0,20.0,6.0,250.0,,,,11,ЦАО,р-н Хамовники,Парк Культуры,walk,12,615220129
415,,7,33.0,8.0,1.0,23.0,f,,1979.0,9,СЗАО,р-н Строгино,Строгино,walk,10,12000000
6114,,12,121.1,32.7,5.0,57.6,,,,21,СЗАО,р-н Хорошево-Мневники,Терехово ,transport,5,76000000
1361,0.0,5,43.0,18.0,1.0,12.0,,,2022.0,27,САО,р-н Хорошевский,Полежаевская,walk,17,22000000
7864,,26,23.7,5.9,,11.7,f,,,32,СЗАО,р-н Митино,Пятницкое шоссе,transport,5,7321593
1238,0.0,12,39.3,11.6,1.0,18.1,f,,,14,ВАО,р-н Перово,Перово,walk,4,11900000
5021,,17,80.83,8.2,4.0,48.1,f,,,20,ЮАО,р-н Даниловский,Тульская,walk,17,38030515
2672,,5,54.3,,2.0,,t,,,9,ЮАО,р-н Чертаново Южное,Аннино,walk,4,12934260
5918,,5,111.4,10.5,5.0,81.7,,,,17,СЗАО,р-н Митино,Пятницкое шоссе,walk,7,27500000
6417,,1,385.0,24.5,5.0,,,,,3,ЗАО,р-н Очаково-Матвеевское,Матвеевская,walk,19,200000000
7649,,7,25.81,3.2,,17.6,t,,,20,СВАО,р-н Северный,Новодачная,walk,6,7327459
315,,5,33.1,6.8,1.0,19.0,f,,1971.0,9,САО,р-н Восточное Дегунино,Дегунино,walk,3,9990000
6658,0.0,2,220.0,27.0,6.0,130.0,t,,1917.0,5,ЦАО,р-н Басманный,Чистые пруды,walk,10,66000000
459,,3,87.6,,1.0,,t,,,9,ЦАО,р-н Таганский,Китай-город,walk,14,79000000
727,,19,41.5,21.3,1.0,11.9,f,,,53,СЗАО,р-н Покровское-Стрешнево,Трикотажная,walk,6,16047986
3640,,20,77.5,9.0,3.0,43.5,f,,,41,ЗАО,р-н Раменки,Кутузовская,walk,18,42000000
2835,,5,208.2,24.8,5.0,110.6,f,,,10,ЗАО,р-н Раменки,Мичуринский проспект,walk,17,194585000
5179,,16,118.0,15.0,4.0,,t,,2017.0,29,ЗАО,р-н Раменки,Ломоносовский проспект,walk,10,68000000
4435,,12,107.0,,4.0,,f,,2020.0,52,ЗАО,р-н Раменки,Раменки,walk,10,65000000
4663,,19,306.7,,4.0,,f,,,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,7,458234336
5724,,10,153.5,30.0,5.0,100.0,f,,2019.0,22,ЗАО,р-н Кунцево,Молодёжная,walk,7,72000000
6182,,5,205.0,12.0,5.0,130.4,f,,,13,ЮЗАО,р-н Обручевский,Новые Черёмушки,walk,11,92000000
6231,0.0,5,120.0,20.0,5.0,90.0,f,,,5,ЦАО,р-н Пресненский,Тверская,walk,10,110898600
5144,,4,91.1,,4.0,,,,,14,ЗАО,р-н Раменки,Минская,transport,5,59000000
6005,0.0,14,133.0,9.6,5.0,79.0,f,,1994.0,22,ЮЗАО,р-н Ломоносовский,Новые Черёмушки,walk,16,39500000
6059,1.0,5,161.0,23.0,5.0,104.6,f,,1937.0,8,ЗАО,р-н Дорогомилово,Кутузовская,walk,5,72000000
7212,1.0,1,578.0,65.0,6.0,283.0,t,,,3,ЦАО,р-н Хамовники,Кропоткинская,walk,2,1352690000
627,0.0,6,37.0,7.8,1.0,19.7,f,,1979.0,9,ВАО,р-н Богородское,Бульвар Рокоссовского,transport,4,12700000
8023,,3,30.0,6.6,,18.4,t,,,36,СВАО,р-н Ярославский,Ростокино,walk,12,8670000
5612,0.0,2,386.8,,5.0,,f,,2005.0,18,ЮЗАО,р-н Ломоносовский,Профсоюзная,walk,12,144000000
192,,2,35.7,,1.0,12.6,f,,,17,НАО (Новомосковский),м. Мичуринец,Мичуринец,walk,12,9755689
2645,,5,47.0,6.2,2.0,31.0,,,1969.0,9,ЗелАО,р-н Савёлки,Зеленоград — Крюково,transport,6,9500000
6661,,14,308.0,32.9,6.0,,,,2014.0,14,ЦАО,р-н Хамовники,Фрунзенская,walk,8,644000000
5204,,34,92.02,,4.0,,f,,,41,ЗАО,р-н Раменки,Лужники,transport,3,73984080
230,,18,41.04,,1.0,13.5,f,,,54,САО,р-н Савеловский,Дмитровская,walk,6,20348929
4317,0.0,13,79.0,9.6,3.0,45.3,,,2012.0,14,ЮВАО,р-н Текстильщики,Волжская,walk,11,28250000
5033,,13,130.0,15.0,4.0,,f,,,22,ЗАО,р-н Кунцево,Кунцевская,walk,16,39599000
4065,,14,50.6,6.9,3.0,30.3,f,,2023.0,15,НАО (Новомосковский),м. Санино,Санино,transport,10,12200000
4909,,7,105.04,24.4,4.0,,,,2024.0,41,ЦАО,р-н Пресненский,Шелепиха,walk,6,40755520
3830,,30,118.7,10.0,3.0,,f,,2023.0,66,ЦАО,р-н Пресненский,Москва-Сити,walk,7,142440000
2405,,9,79.2,,2.0,,f,,,11,ЮАО,р-н Даниловский,Павелецкая,walk,16,73819072
5749,,3,234.0,20.0,5.0,180.0,f,,2013.0,19,ЦАО,р-н Тверской,Новослободская,walk,10,125000000
3532,,13,23.35,,,12.3,t,,,15,НАО (Новомосковский),м. Румянцево,Румянцево,transport,7,6632431
5261,0.0,8,129.7,18.0,4.0,,,,,14,ЗАО,р-н Раменки,Минская,transport,5,95000000
3135,,16,64.5,7.8,2.0,46.3,,,,16,СЗАО,р-н Хорошево-Мневники,Зорге,walk,13,25000000
6054,0.0,2,126.6,10.2,5.0,83.0,f,,1917.0,5,ЦАО,р-н Тверской,Маяковская,walk,6,69000000
4396,2.0,4,214.0,,4.0,171.0,f,,,6,ЦАО,р-н Арбат,Библиотека им. Ленина,walk,5,339748429
3737,0.0,2,108.0,10.0,3.0,70.0,,,1917.0,7,ЦАО,р-н Тверской,Менделеевская,walk,7,51840000
5088,,2,125.0,15.0,4.0,84.0,f,,2021.0,28,ЗАО,р-н Филевский парк,Шелепиха,transport,3,48000000
6619,0.0,23,360.0,,6.0,,f,,2001.0,26,ЮЗАО,р-н Гагаринский,Академическая,walk,18,110000000
5053,,2,110.4,,4.0,,f,,1916.0,7,ЦАО,р-н Басманный,Курская,walk,2,43500000
2757,,2,57.8,14.0,2.0,29.9,t,,,23,СВАО,р-н Отрадное,Владыкино,walk,3,12760517
