,balcony,floor_num,total_area,kitchen_area,rooms_count,living_area,is_apartments,bedrooms_count,year_built,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
2238,,4,45.8,10.8,2.0,20.1,f,,,15,ЗАО,р-н Раменки,Раменки,walk,9,26993838
7394,1.0,4,22.2,4.6,,8.4,f,,,30,ЮЗАО,р-н Южное Бутово,Улица Горчакова,walk,15,7034635
2561,,3,50.4,21.6,2.0,16.3,f,,2022.0,28,ЗАО,р-н Раменки,Раменки,walk,8,26400000
1163,,22,19.4,3.0,1.0,11.4,t,,1980.0,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,8880000
6078,1.0,13,190.0,16.0,5.0,111.0,f,,2004.0,18,ЗАО,р-н Кунцево,Крылатское,walk,16,68500000
2781,1.0,13,53.8,8.3,2.0,30.7,f,,1995.0,17,ЮАО,р-н Царицыно,Царицыно,walk,18,13349999
1242,,3,82.7,,2.0,28.7,f,,,18,ЦАО,р-н Хамовники,Воробьёвы горы,walk,12,73016000
5069,0.0,2,116.0,17.0,4.0,73.0,f,,1959.0,8,ЗАО,р-н Дорогомилово,Киевская,walk,10,45000000
3195,,9,79.4,,3.0,34.2,f,,,27,ЮАО,р-н Даниловский,Серпуховская,walk,18,39050875
6615,,2,450.0,43.0,6.0,,,,2003.0,4,ЗАО,р-н Крылатское,Молодёжная,transport,6,310000000
6859,,11,252.0,50.0,6.0,150.0,,,2022.0,13,ЗАО,р-н Раменки,Раменки,walk,6,139900000
3495,1.0,4,104.3,,3.0,,f,,,14,ЦАО,р-н Пресненский,Белорусская,walk,11,117570000
6698,,7,379.4,,6.0,250.0,f,,1911.0,9,ЦАО,р-н Хамовники,Боровицкая,walk,4,465000000
1136,,20,39.4,,1.0,25.2,t,,,30,ЮЗАО,р-н Черемушки,Воронцовская,walk,8,11957900
7896,,2,25.6,5.8,,11.0,f,,,12,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,7511600
878,,31,36.0,10.0,1.0,,,,2018.0,34,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,12,22000000
6563,,5,375.0,,6.0,,f,,,6,ЗАО,р-н Раменки,Минская,walk,14,412500000
2150,,33,269.7,7.7,5.0,,f,,,41,САО,р-н Хорошевский,Петровский Парк,walk,13,344808912
1622,,6,37.66,16.1,1.0,13.9,,,,30,СЗАО,р-н Щукино,Стрешнево,walk,6,17000000
1164,,7,48.2,15.5,1.0,20.4,f,,,17,ВАО,р-н Преображенское,Преображенская площадь,walk,5,23676796
3549,,23,78.9,,3.0,37.2,f,,,28,ЮАО,р-н Даниловский,Серпуховская,walk,19,42801611
8120,,24,19.88,,,,f,,,33,ЗАО,р-н Очаково-Матвеевское,Мичуринский проспект,transport,4,10003566
4731,,15,19.9,,,,f,,,17,НАО (Новомосковский),м. Щербинка,Щербинка,walk,12,7245002
2956,2.0,28,136.6,16.6,5.0,97.3,f,,,29,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,20,92724080
2391,,5,52.3,5.5,2.0,35.4,f,,,17,ЗАО,р-н Раменки,Раменки,walk,3,31589200
2529,,3,61.6,,2.0,,f,,1958.0,4,САО,р-н Тимирязевский,Гражданская,walk,10,18500000
2091,1.0,12,80.4,22.0,3.0,37.8,f,,,12,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,17165266
6855,2.0,18,310.0,29.0,6.0,237.0,f,,2006.0,32,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,18,140000000
2659,,2,183.8,9.1,5.0,,f,,,41,САО,р-н Хорошевский,Аэропорт,walk,12,147619768
7207,,7,630.0,20.0,6.0,460.0,f,,2005.0,7,ЦАО,р-н Пресненский,Баррикадная,walk,11,1193618876
7051,0.0,3,304.0,35.0,6.0,260.0,,,2020.0,12,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,379599000
4348,,13,68.49,15.7,3.0,35.1,t,,,21,САО,р-н Хорошевский,Полежаевская,transport,2,31593120
4385,,19,138.57,40.5,4.0,,,,,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,7,243250000
3510,,10,68.4,,3.0,,,,,14,ЗАО,р-н Раменки,Минская,transport,5,38999999
1401,,7,83.8,,2.0,,f,,,14,ЦАО,р-н Пресненский,Белорусская,walk,11,84840000
6329,,15,215.9,,5.0,,,,2003.0,43,ЗАО,р-н Фили-Давыдково,Славянский бульвар,walk,9,149000000
3298,,11,242.97,30.0,3.0,,,,,14,ЦАО,р-н Хамовники,Спортивная,walk,10,329870000
5846,,23,120.0,25.0,5.0,75.0,f,,2017.0,26,ЮЗАО,р-н Южное Бутово,Улица Скобелевская,walk,16,65000000
6821,1.0,3,300.0,20.0,6.0,240.0,,,,5,ЦАО,р-н Красносельский,Тургеневская,walk,4,165000000
1202,1.0,9,35.5,,1.0,,f,,1970.0,9,ЗАО,р-н Кунцево,Кунцевская,walk,8,13790000
2559,1.0,4,75.4,20.7,4.0,35.2,f,,,15,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,8,16020721
4228,,17,70.2,14.9,3.0,50.3,t,,,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,22885200
6620,1.0,4,215.0,15.0,6.0,150.9,,,2000.0,5,СВАО,р-н Лианозово,Лианозово,walk,14,78400000
3804,0.0,4,110.0,9.0,3.0,90.0,,,1910.0,4,ЦАО,р-н Хамовники,Смоленская,walk,8,105597484
7565,,7,22.0,,,,t,,,10,ЗАО,р-н Кунцево,Строгино,walk,20,10500000
5477,,20,165.0,10.0,5.0,80.0,f,,2022.0,41,САО,р-н Хорошевский,Динамо,walk,8,113000000
1648,1.0,9,59.7,18.2,3.0,23.8,f,,,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,11698416
6447,,24,230.0,31.2,6.0,115.5,f,,,32,ЮЗАО,р-н Черемушки,Зюзино,walk,13,106260000
5188,,6,127.5,15.0,4.0,88.6,,,,30,ЦАО,р-н Якиманка,Октябрьская,walk,11,69000000
5832,,21,112.7,,5.0,73.1,f,,,22,ЮАО,р-н Нагорный,Нагорная,walk,8,44392530
4128,1.0,6,60.0,5.0,3.0,43.2,f,,1971.0,9,ЗАО,р-н Фили-Давыдково,Давыдково,walk,11,17500000
5227,,49,132.39,,4.0,66.8,f,,,49,САО,р-н Савеловский,Дмитровская,walk,6,79391370
774,,10,150.7,,4.0,,f,,2019.0,13,ЦАО,р-н Хамовники,Спортивная,walk,9,170000000
5297,,13,195.8,61.0,4.0,65.9,f,,,13,ЗАО,р-н Раменки,Минская,transport,5,131000000
2419,,8,46.6,,2.0,,f,,,18,ЮАО,р-н Донской,Ленинский проспект,walk,7,35255791
4211,,11,68.0,7.0,3.0,46.3,,,1980.0,16,ЗАО,р-н Раменки,Раменки,walk,10,21750000
2752,0.0,9,49.5,13.0,2.0,23.4,,,,18,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,12,12500000
4484,1.0,7,24.7,6.0,,9.0,f,,,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,6497187
6845,,4,250.0,,6.0,,f,,1905.0,4,ЦАО,р-н Красносельский,Сретенский бульвар,walk,5,135000000
4807,0.0,27,96.5,16.4,4.0,59.9,,,2022.0,55,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,10,39990000
4334,,2,64.7,,3.0,38.2,f,,,32,ЮАО,р-н Даниловский,Серпуховская,walk,20,29949630
847,,17,37.9,3.7,1.0,28.1,f,,,58,ЮЗАО,р-н Коньково,Калужская,walk,7,20607783
6504,2.0,12,270.0,25.0,6.0,200.0,f,,2008.0,12,ЗАО,р-н Раменки,Ломоносовский проспект,walk,5,190000000
7760,,9,22.3,,,,f,,,9,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,20,6161342
6311,3.0,12,210.0,25.0,5.0,115.0,,,,16,ЗелАО,р-н Силино,Зеленоград — Крюково,transport,3,139500000
3560,0.0,21,113.5,10.0,3.0,60.5,,,2021.0,25,ЗАО,р-н Раменки,Аминьевская,walk,5,60000000
4427,,40,165.0,10.0,4.0,113.0,f,,2011.0,53,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,128553459
6788,,4,260.0,28.0,6.0,153.0,f,,1998.0,15,САО,р-н Левобережный,Речной вокзал,walk,7,96000000
471,0.0,2,35.8,7.6,1.0,19.7,f,,1974.0,12,ЮЗАО,р-н Академический,Академическая,walk,14,11499999
2838,,3,60.0,12.8,2.0,33.4,f,,2002.0,14,ЮВАО,р-н Марьино,Люблино,walk,19,14500000
2108,,5,75.0,10.0,2.0,43.3,f,,,7,ЦАО,р-н Якиманка,Новокузнецкая,walk,10,180000000
3223,,4,179.0,75.4,3.0,36.4,,,,6,ЦАО,р-н Хамовники,Кропоткинская,walk,6,246547171
7309,1.0,4,235.0,17.0,6.0,,,,2005.0,5,СЗАО,р-н Покровское-Стрешнево,Стрешнево,transport,6,267154470
1130,1.0,2,22.3,6.4,1.0,7.3,f,,,18,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,9,7690741
5461,,1,468.5,,4.0,,f,,,6,ЦАО,р-н Хамовники,Кропоткинская,walk,5,974440000
3814,1.0,3,74.7,14.3,3.0,38.1,f,,,16,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,16,13685585
4047,,8,102.0,15.0,3.0,71.0,f,,2022.0,18,ЦАО,р-н Хамовники,Спортивная,walk,6,111998000
4525,,44,86.4,29.8,4.0,38.2,f,,,48,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,13,44212680
5590,,6,285.0,30.0,5.0,240.0,f,,2012.0,7,ЦАО,р-н Хамовники,Смоленская,walk,8,265000000
178,,4,33.9,9.9,1.0,12.9,f,,,9,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,7249481
6568,1.0,10,314.2,63.0,6.0,115.0,,,,21,СЗАО,р-н Хорошево-Мневники,Мнёвники,transport,5,200000000
7966,,2,22.98,3.3,,14.7,t,,,5,СВАО,р-н Марфино,Владыкино,walk,19,8387700
6052,2.0,21,176.0,,5.0,,f,,2008.0,32,СЗАО,р-н Щукино,Щукинская,walk,12,59900000
6435,,36,245.5,57.8,6.0,101.0,f,,,37,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,13,138417833
42,0.0,5,34.6,8.4,1.0,19.7,f,,1970.0,14,ЮАО,р-н Нагорный,Севастопольская,walk,10,13650000
424,,6,39.0,12.3,1.0,18.6,f,,2023.0,25,ЮЗАО,р-н Обручевский,Воронцовская,walk,6,18700000
4653,,1,30.56,,,19.9,t,,,15,НАО (Новомосковский),м. Румянцево,Румянцево,transport,7,8221140
4938,,9,66.6,17.7,4.0,31.5,f,,,19,НАО (Новомосковский),м. Улица Горчакова,Улица Горчакова,transport,10,13378342
4494,3.0,6,185.0,10.0,4.0,126.0,f,,,7,ЦАО,р-н Тверской,Менделеевская,walk,6,119000000
2392,,10,99.61,,2.0,,,,,14,ЦАО,р-н Хамовники,Спортивная,walk,6,91999000
6326,,18,206.5,,5.0,,f,,,18,ЗАО,р-н Дорогомилово,Студенческая,walk,8,145000000
7639,,39,76.8,24.8,,20.3,f,,,40,ЮАО,р-н Даниловский,ЗИЛ,walk,14,53006438
6395,,2,208.0,14.0,5.0,80.0,,,2003.0,13,ЦАО,р-н Хамовники,Парк Культуры,walk,12,190000000
4503,,6,283.4,,4.0,,t,,2019.0,6,ЦАО,р-н Пресненский,Белорусская,walk,8,560000000
4412,,3,225.7,,4.0,,f,,2002.0,9,ЦАО,р-н Арбат,Кропоткинская,walk,6,169275000
1922,,15,77.7,20.2,4.0,36.1,f,,,15,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,14005622
1432,1.0,4,30.3,6.0,1.0,18.6,f,,1962.0,5,ВАО,р-н Богородское,Бульвар Рокоссовского,walk,12,10800000
7327,,5,290.0,,6.0,,f,,2021.0,15,ЦАО,р-н Хамовники,Фрунзенская,walk,8,450000000
2139,,1,62.0,,2.0,,,,,7,ЦАО,р-н Якиманка,Полянка,walk,7,82400000
7233,0.0,20,112.0,18.0,6.0,75.0,,,,20,ЗАО,р-н Очаково-Матвеевское,Мичуринский проспект,walk,18,58000000
1666,0.0,12,44.1,12.0,1.0,18.0,f,,2022.0,27,САО,р-н Хорошевский,Зорге,walk,12,19000000
1223,1.0,7,60.1,,1.0,,f,,,11,ЦАО,р-н Пресненский,Белорусская,walk,10,64850000
5800,1.0,2,152.1,34.0,5.0,50.8,f,,,13,НАО (Новомосковский),м. Прокшино,Прокшино,walk,20,31822257
3148,0.0,2,65.0,18.0,2.0,31.0,f,,2001.0,17,ЗАО,р-н Раменки,Раменки,walk,6,25590000
7822,,6,23.46,,,,t,,,14,ЗелАО,р-н Силино,Зеленоград — Крюково,transport,5,6840403
2831,1.0,7,54.0,8.0,2.0,36.0,,,1987.0,12,ВАО,р-н Богородское,Белокаменная,walk,16,14500000
1931,,6,42.5,,1.0,,f,,,9,ТАО (Троицкий),м. Крёкшино,Крёкшино,transport,12,6630000
1729,,16,43.9,,1.0,,f,,,19,САО,р-н Савеловский,Гражданская,walk,10,21954390
61,,2,42.7,9.5,1.0,11.9,f,,,19,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,13,22191190
4847,1.0,4,133.0,24.0,4.0,99.0,f,,,8,ЦАО,р-н Тверской,Охотный ряд,walk,5,250000000
1743,,4,39.1,10.9,1.0,20.4,f,,,11,ЦАО,р-н Басманный,Электрозаводская,walk,16,22200648
214,,6,38.94,,1.0,,t,,,14,ЗелАО,р-н Силино,Зеленоград — Крюково,transport,5,9109030
6719,0.0,3,97.7,8.0,6.0,73.5,,,1890.0,3,ЦАО,р-н Басманный,Красные ворота,walk,5,39000000
7816,,14,22.14,4.2,,12.1,f,,,14,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,13,6892900
7659,,13,20.1,5.1,,9.8,f,,,17,ЮВАО,р-н Люблино,Братиславская,transport,4,7477360
715,0.0,2,50.3,8.0,1.0,12.2,,,2018.0,6,НАО (Новомосковский),м. Говорово,Говорово,walk,8,15450000
1069,,6,40.5,10.8,1.0,16.5,f,,,15,ЗАО,р-н Раменки,Раменки,walk,9,23981169
4347,,2,28.6,5.0,,14.0,f,,,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,6343152
7619,,7,34.5,8.0,,20.0,,,2022.0,20,САО,р-н Левобережный,Речной вокзал,transport,6,16000000
7925,,9,28.26,,,17.1,f,,,16,ЮВАО,р-н Люблино,Депо,walk,10,7790000
1824,,15,53.7,4.9,1.0,33.1,f,,,46,ЗАО,р-н Дорогомилово,Фили,walk,8,37946435
7263,1.0,24,206.7,,6.0,,f,,2007.0,25,СВАО,р-н Ростокино,Ростокино,walk,12,120000000
1800,,6,67.2,16.6,4.0,32.6,f,,,21,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,10,13788742
1823,1.0,7,52.17,20.0,1.0,15.0,f,,,8,ЮВАО,р-н Южнопортовый,Дубровка,walk,15,28109700
4889,,3,118.0,6.3,4.0,88.0,f,,2021.0,7,ЦАО,р-н Таганский,Китай-город,walk,12,104500000
1970,,2,44.88,,1.0,,f,,,7,ТАО (Троицкий),м. Рассказовка,Рассказовка,transport,21,7270560
1156,,13,17.6,3.0,1.0,9.6,t,,1980.0,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,8900000
3138,,4,47.0,10.0,2.0,32.0,,,,9,ЮАО,р-н Даниловский,Технопарк,walk,14,24900000
7299,,6,398.0,30.0,6.0,260.0,f,,1997.0,7,ЗАО,р-н Раменки,Минская,walk,7,220000000
171,,6,33.9,11.7,1.0,10.0,f,,,13,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,11048000
5344,,9,24.4,4.8,,10.9,f,,,14,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,8,8883284
780,1.0,4,37.1,8.0,2.0,22.0,f,,1963.0,9,ЮВАО,р-н Кузьминки,Кузьминки,walk,11,13490000
1431,,9,34.7,11.5,1.0,11.9,f,,,18,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,10872765
1422,,12,39.2,,1.0,20.8,,,,12,СВАО,р-н Отрадное,Отрадное,walk,17,10650000
7874,,12,20.6,4.8,,10.3,f,,,24,ЗАО,р-н Солнцево,Солнцево,transport,4,7387633
4675,,27,90.4,12.8,4.0,72.6,t,,,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,32544000
140,1.0,9,32.6,11.5,1.0,11.7,f,,,64,СЗАО,р-н Хорошево-Мневники,Хорошёвская,transport,5,13437867
6986,0.0,82,353.2,,6.0,,t,,2017.0,95,ЦАО,р-н Пресненский,Деловой центр,walk,1,285000000
4293,0.0,3,67.2,10.3,3.0,39.6,,,1917.0,4,ЦАО,р-н Тверской,Новослободская,walk,2,27000000
542,1.0,3,37.9,10.1,1.0,18.0,f,,2017.0,17,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,3,11000000
6601,4.0,8,365.0,20.0,6.0,280.0,f,,,9,ЗАО,р-н Очаково-Матвеевское,Матвеевская,walk,18,183647799
233,,6,37.36,,1.0,10.6,f,,,43,САО,р-н Савеловский,Дмитровская,walk,4,20268062
3385,0.0,22,140.0,,4.0,88.0,f,,2018.0,22,ЗАО,р-н Филевский парк,Филёвский парк,walk,13,70000000
1461,1.0,3,30.0,6.0,1.0,18.0,,,1964.0,5,ВАО,р-н Преображенское,Бульвар Рокоссовского,walk,16,11200000
648,,2,49.8,19.7,2.0,,f,,,32,ЮВАО,р-н Рязанский,Стахановская,walk,6,15868073
4242,,7,71.4,,3.0,32.1,f,,,48,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,4,23789694
59,,8,47.4,4.7,1.0,28.4,f,,,23,ЦАО,р-н Басманный,Бауманская,walk,13,20761200
519,,6,39.2,20.0,1.0,,,,2020.0,16,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,7,10800000
3354,,10,70.0,10.0,3.0,50.0,f,,2022.0,14,ЗАО,р-н Раменки,Минская,transport,5,40000000
4553,0.0,28,105.0,25.0,4.0,39.1,,,,36,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,11,85000000
5444,,5,29.8,,,16.2,f,,,18,НАО (Новомосковский),м. Тёплый Стан,Тёплый Стан,transport,8,9431640
2075,,2,33.8,16.5,1.0,10.2,f,,,11,ЗелАО,р-н Крюково,Зеленоград — Крюково,transport,7,7990725
5264,,25,155.5,47.9,4.0,55.9,f,,,27,СВАО,р-н Марфино,Телецентр,walk,11,95850000
8151,,2,27.8,5.0,,,f,,,32,ЮВАО,р-н Рязанский,Стахановская,walk,6,10292088
2312,0.0,20,63.0,14.0,2.0,33.9,,,2022.0,22,НАО (Новомосковский),м. Саларьево,Саларьево,transport,4,20900000
8021,,4,25.9,4.6,,14.2,f,,,17,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,8,8693852
