id,cian_id,balcony,floor_num,garage,total_area,kitchen_area,rooms_count,living_area,is_apartments,bedrooms_count,year_built,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
182,301044096,None,12,None,20.5,10.0,1,5.5,t,None,None,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,9200000
183,300193663,None,6,None,38.94,None,1,None,t,None,None,14,ЗелАО,р-н Силино,Зеленоград — Крюково,transport,5,9109030
184,292414373,None,16,None,14.3,3.0,1,10.0,t,None,1980,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,7450000
185,296193001,None,6,None,37.04,4.0,1,14.8,t,None,None,9,ВАО,р-н Косино-Ухтомский,Реутов,transport,3,10800000
608,294768332,None,4,None,39.3,19.2,1,11.2,t,None,None,6,САО,р-н Хорошевский,Полежаевская,walk,10,15500000
4022,298516226,None,6,None,162.26,39.3,4,67.0,f,None,None,12,ЗАО,м. Павшино,Павшино,transport,24,70193676
186,292196992,0,1,None,41.3,12.0,1,20.0,f,None,2021,4,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,10,6800000
187,288821957,None,3,None,36.2,9.1,1,16.2,f,None,None,16,САО,р-н Сокол,Зорге,walk,6,20367033
188,299203398,None,6,None,40.9,None,1,None,f,None,2023,18,ЮЗАО,р-н Академический,Профсоюзная,walk,10,17400000
189,290946569,1,2,None,22.3,6.4,1,7.3,f,None,None,18,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,9,7690741
190,301519256,0,24,None,42.0,11.0,1,20.0,f,None,2005,24,ЮЗАО,р-н Северное Бутово,Бульвар Дмитрия Донского,walk,14,12200000
191,301534519,None,2,None,35.6,12.4,1,12.5,f,None,None,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,6924833
226,293718260,None,5,None,43.0,None,1,None,t,None,None,6,САО,р-н Беговой,Белорусская,walk,7,27999000
1592,300283626,0,15,None,48.9,22.2,1,15.8,f,None,None,20,ЗАО,р-н Раменки,Аминьевская,walk,18,27000000
192,300140948,0,11,None,44.0,7.0,1,32.0,None,None,2022,20,САО,р-н Левобережный,Беломорская,transport,3,22500000
193,292131403,None,9,None,33.5,9.5,1,12.1,f,None,None,15,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,8128776
194,301350226,0,21,None,33.5,16.8,1,9.8,f,None,2022,25,ЗАО,р-н Кунцево,Павшино,transport,10,11950000
195,300289063,None,18,None,41.04,None,1,13.5,f,None,None,54,САО,р-н Савеловский,Дмитровская,walk,6,20348929
196,298376026,0,15,None,37.5,None,1,None,f,None,2022,30,ЮВАО,р-н Южнопортовый,Угрешская,walk,6,14500000
208,300938238,0,2,None,29.3,6.0,1,17.8,t,None,2023,2,ЮВАО,р-н Текстильщики,Текстильщики,walk,13,9850000
197,300287763,None,6,None,37.36,None,1,10.6,f,None,None,43,САО,р-н Савеловский,Дмитровская,walk,4,20268062
198,294621795,None,11,None,21.3,4.0,1,16.0,t,None,1980,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,8600000
199,286346467,None,12,None,52.7,10.6,1,20.7,t,None,None,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,17580720
200,294623881,None,15,None,19.9,4.0,1,14.0,t,None,1980,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,8060000
201,301581383,None,9,None,45.47,10.9,1,21.4,f,None,None,17,ВАО,р-н Преображенское,Преображенская площадь,walk,5,22641734
653,301261837,None,15,None,29.7,None,1,15.0,f,None,None,34,ЮЗАО,р-н Обручевский,Воронцовская,walk,7,17656650
1598,290790429,None,7,None,47.72,None,1,None,f,None,None,57,ЗАО,р-н Филевский парк,Фили,walk,5,27616280
202,300692806,0,6,None,34.2,15.5,1,10.6,None,None,None,19,СЗАО,р-н Митино,Пятницкое шоссе,transport,5,8892000
203,298516536,None,7,None,46.6,17.3,1,14.2,f,None,None,11,ЗАО,м. Павшино,Павшино,transport,24,25047500
204,300858701,None,6,None,17.3,3.0,1,9.3,t,None,1980,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,8590000
205,300737605,None,19,None,47.3,None,1,None,f,None,None,37,САО,р-н Беговой,Белорусская,walk,8,33487226
206,300938234,0,2,None,30.0,6.0,1,17.7,t,None,2023,2,ЮВАО,р-н Текстильщики,Текстильщики,walk,13,9900000
207,286346980,None,11,None,41.1,14.6,1,16.3,t,None,None,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,15576900
209,299381193,None,10,None,33.2,16.1,1,12.1,f,None,None,17,НАО (Новомосковский),м. Корниловская,Корниловская,transport,8,9858408
210,301476484,None,13,None,17.6,3.0,1,9.6,t,None,1980,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,8900000
1826,301796045,None,2,None,34.2,9.8,1,12.9,f,None,None,9,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,7933682
211,299457660,None,53,None,48.24,None,1,None,f,None,None,75,ЮАО,р-н Донской,Площадь Гагарина,walk,9,28468064
212,297365797,0,9,None,61.5,17.2,1,24.6,None,None,2007,23,ЮАО,р-н Нагорный,Варшавская,walk,9,19500000
213,286346465,None,20,None,44.3,16.7,1,15.4,t,None,None,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,15225910
214,300822403,None,22,None,19.4,3.0,1,11.4,t,None,1980,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,8880000
215,301581368,None,7,None,48.2,15.5,1,20.4,f,None,None,17,ВАО,р-н Преображенское,Преображенская площадь,walk,5,23676796
216,293749407,0,18,None,46.7,16.0,1,18.0,t,None,2022,21,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,12,17999900
217,301772447,None,32,None,46.83,5.1,1,27.4,f,None,None,38,ЮЗАО,р-н Котловка,Профсоюзная,walk,17,28512914
218,301260654,0,14,None,19.6,None,1,None,t,None,1980,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,8145000
1923,300112826,None,4,None,74.91,8.5,2,56.6,t,None,None,6,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,10,120530190
1931,301551509,None,5,None,59.1,None,2,24.4,f,None,None,34,САО,р-н Левобережный,Беломорская,walk,16,23699100
1965,299132314,None,5,None,58.8,None,2,23.1,f,None,None,25,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,6,29641732
2068,300346058,1,15,None,55.0,9.0,2,None,f,None,1981,16,ЮАО,р-н Чертаново Центральное,Пражская,walk,6,17690000
219,299380257,None,13,None,47.24,None,1,None,f,None,None,75,ЮАО,р-н Донской,Площадь Гагарина,walk,9,24065284
220,292001549,1,18,None,42.4,15.4,1,15.0,f,None,2022,48,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,9,19900000
221,301514545,None,4,None,39.09,None,1,None,f,None,None,9,ЮАО,р-н Москворечье-Сабурово,Варшавская,walk,15,16663781
222,301437572,0,12,None,46.2,18.8,1,14.9,None,None,None,23,СЗАО,р-н Хорошево-Мневники,Терехово ,walk,16,21900000
224,299873259,None,15,None,20.3,3.0,1,12.3,t,None,1980,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,9243500
225,301551583,None,23,None,42.1,None,1,11.7,f,None,None,34,САО,р-н Левобережный,Беломорская,walk,16,21268920
1937,301772281,None,2,None,48.83,5.1,2,32.5,f,None,None,8,ЮЗАО,р-н Котловка,Профсоюзная,walk,17,24219680
1968,301311609,1,2,None,54.0,9.0,2,29.0,f,None,2012,17,ЮВАО,р-н Некрасовка,Некрасовка,walk,11,13800000
227,301581463,None,10,None,58.3,None,1,None,f,None,None,23,ЮАО,р-н Нагатинский затон,Технопарк,walk,5,26906628
228,274401648,0,5,None,34.0,4.0,1,25.0,t,None,None,13,ЮАО,р-н Даниловский,Тульская,walk,8,17500000
229,301551646,None,33,None,40.6,None,1,11.8,f,None,None,34,САО,р-н Левобережный,Беломорская,walk,16,21290640
230,298612440,None,13,None,49.7,26.5,1,18.2,t,None,None,21,ЦАО,р-н Басманный,Чкаловская,walk,2,37600000
231,301470684,None,9,None,52.7,10.3,1,14.4,f,None,None,22,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,13,34233920
232,301632830,None,4,None,32.1,3.0,1,20.0,t,None,None,15,САО,р-н Хорошевский,ЦСКА,walk,10,18000000
1088,299934509,None,9,None,48.8,10.0,1,24.9,f,None,2021,26,ЮЗАО,р-н Черемушки,Зюзино,walk,13,29900000
233,301514628,None,13,None,40.03,None,1,None,f,None,None,13,ЮАО,р-н Москворечье-Сабурово,Варшавская,walk,15,17713020
234,297704043,None,15,None,36.5,None,1,None,f,None,None,21,САО,р-н Головинский,Водный стадион,walk,11,16500000
235,300486377,None,13,None,57.3,6.2,1,16.2,f,None,None,19,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,13,34626390
236,299110205,None,7,None,39.8,14.9,1,12.0,t,None,2022,11,ЦАО,р-н Басманный,Курская,walk,8,24950000
237,294641842,None,5,None,57.7,None,1,None,f,None,None,8,ЦАО,р-н Таганский,Китай-город,walk,14,83665000
238,299064211,None,8,None,29.2,5.0,1,14.3,f,None,None,16,СЗАО,р-н Хорошево-Мневники,Мнёвники,walk,18,15180000
239,296303052,None,3,None,62.7,27.4,1,None,f,None,None,8,ЦАО,р-н Мещанский,Тургеневская,walk,9,89465815
1095,301266364,None,29,None,39.2,None,1,15.4,f,None,None,34,ЮЗАО,р-н Обручевский,Воронцовская,walk,6,19654880
240,301632825,None,4,None,30.2,3.0,1,20.0,t,None,None,15,САО,р-н Хорошевский,ЦСКА,walk,10,17500000
241,289490619,1,3,None,56.4,6.9,1,11.7,f,None,None,13,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,13,27455520
242,298484253,1,3,None,38.8,16.0,1,17.8,f,None,None,14,ЮАО,р-н Даниловский,ЗИЛ,walk,1,16500000
243,301772303,None,4,None,35.88,5.1,1,20.9,f,None,None,8,ЮЗАО,р-н Котловка,Профсоюзная,walk,17,21628464
244,298481895,None,9,None,42.8,18.2,1,13.1,f,None,None,20,САО,р-н Аэропорт,Красный Балтиец,walk,6,19500000
245,299132413,None,18,None,46.61,None,1,13.2,f,None,None,28,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,4,24807771
246,300989405,1,6,None,33.0,6.0,1,17.0,f,None,1965,9,ВАО,р-н Сокольники,Сокольники,walk,9,14900000
247,299132397,None,24,None,47.62,None,1,14.1,f,None,None,28,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,4,24383773
248,287688964,None,3,None,46.3,None,1,32.0,t,None,None,5,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,6,41670000
1940,292008027,0,2,None,68.0,15.0,2,30.0,None,None,2022,24,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,14,38300000
249,301581581,None,11,None,50.7,17.6,1,18.2,f,None,None,21,СЗАО,р-н Щукино,Щукинская,walk,12,27874860
250,301122759,0,5,None,40.0,9.0,1,24.0,None,None,2013,17,НАО (Новомосковский),м. Щербинка,Щербинка,transport,4,8300000
251,300397198,None,35,None,66.93,28.2,1,None,f,None,None,54,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,14,29912590
252,300833245,None,1,None,43.9,12.0,1,None,f,None,1977,16,САО,р-н Ховрино,Речной вокзал,walk,16,14500000
1230,300920332,None,1,None,38.9,8.0,1,15.0,None,None,1981,12,СВАО,р-н Бабушкинский,Бабушкинская,walk,1,11000000
1945,301782153,None,21,None,47.49,3.0,2,25.0,f,None,None,33,ЦАО,р-н Пресненский,Белорусская,walk,11,43258641
253,293713807,1,3,None,65.1,26.8,1,15.1,f,None,None,8,ЦАО,р-н Якиманка,Полянка,walk,6,156320000
254,301426259,None,6,None,34.8,None,1,None,t,None,2020,16,САО,р-н Дмитровский,Яхромская,walk,5,13100000
255,298434563,None,3,None,42.9,13.3,1,None,f,None,None,23,ЗАО,р-н Очаково-Матвеевское,Озёрная,walk,19,20005137
256,296311040,None,4,None,43.6,16.8,1,14.0,f,None,None,13,ЦАО,р-н Пресненский,Улица 1905 года,walk,12,37000000
257,300397200,None,35,None,37.03,16.8,1,None,f,None,None,54,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,14,22892724
264,300895436,0,7,None,27.6,6.6,1,14.8,f,None,None,12,ЗелАО,р-н Матушкино,Зеленоград — Крюково,transport,6,6950000
1236,301576108,None,25,None,24.1,None,1,None,f,None,None,27,СЗАО,р-н Щукино,Щукинская,transport,4,11206500
258,298514328,None,16,None,36.9,13.0,1,11.6,None,None,None,29,ЮВАО,р-н Печатники,Печатники,walk,12,16699000
259,297972169,None,2,None,69.4,27.0,1,21.2,f,None,None,5,ЦАО,р-н Тверской,Площадь Революции,walk,3,168390000
260,300400527,0,3,None,31.0,None,1,None,f,None,2020,5,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,12,8490000
261,299893079,None,4,None,41.6,15.3,1,None,f,None,None,23,ЗАО,р-н Очаково-Матвеевское,Озёрная,walk,19,18914369
262,300253722,None,2,None,31.0,None,1,None,f,None,2021,6,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,12,8160000
263,292406318,None,2,None,35.73,None,1,None,t,None,None,14,ЗАО,р-н Дорогомилово,Киевская,walk,8,32335650
265,300673944,1,7,None,60.1,None,1,None,f,None,None,11,ЦАО,р-н Пресненский,Белорусская,walk,10,64850000
1240,296387312,None,11,None,32.0,12.0,1,10.0,f,None,None,26,ЮАО,р-н Царицыно,Каширская,transport,4,11301120
266,300098216,None,5,None,33.1,6.8,1,19.0,f,None,1971,9,САО,р-н Восточное Дегунино,Дегунино,walk,3,9990000
267,299935065,None,6,None,56.89,22.1,1,17.1,f,None,None,13,ЗАО,м. Опалиха,Опалиха,transport,11,31374835
268,298908066,0,1,None,28.0,10.0,1,12.0,t,None,2015,17,НАО (Новомосковский),м. Остафьево,Остафьево,walk,18,6200000
269,300266340,1,2,None,57.1,None,1,None,f,None,None,24,ЦАО,р-н Пресненский,Белорусская,walk,11,59500000
270,296233811,0,20,None,33.9,6.0,1,20.2,None,None,2012,25,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,7,8250000
271,301460147,None,16,None,24.4,None,1,None,f,None,None,26,ЮАО,р-н Даниловский,Павелецкая,walk,10,20254562
272,301036854,1,3,None,36.0,10.0,1,21.0,None,None,2018,23,ЮВАО,р-н Лефортово,Авиамоторная,walk,10,16590000
1241,301343617,2,10,None,39.1,8.6,1,21.0,f,None,1979,12,СВАО,р-н Отрадное,Отрадное,walk,20,11300000
1947,300439012,None,2,None,44.1,18.3,2,None,f,None,None,23,ЗАО,р-н Очаково-Матвеевское,Озёрная,walk,19,20195396
1969,292534789,None,2,None,54.5,None,2,None,f,None,None,25,ВАО,р-н Соколиная гора,Соколиная гора,walk,14,17494500
273,300397177,None,26,None,54.6,21.7,1,None,f,None,None,54,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,14,27957272
274,295677601,0,12,None,39.3,11.6,1,18.1,f,None,None,14,ВАО,р-н Перово,Перово,walk,4,11900000
